name,location,length,gain,highpoint,rating,description
Larrabee State Park - South Lost Lake Trail,Puget Sound and Islands -- Bellingham Area,"9.0 miles, roundtrip",1950,1650.0,3.29,"Tucked away atop Chuckanut Mountain is shallow Lost Lake. The south trail to the lake leads through a recovering forest of bigleaf maple, alder, Douglas fir, and western hemlock, meandering 4.5 miles to a riparian hideout, providing waterfalls, old growth, fall color, and year-round hiking to those who make the journey."
Spider Lake,Olympic Peninsula -- Olympia,"2.0 miles, roundtrip",250,1400.0,3.38,"This gem of a lake is hidden deep in forest in the southeastern side of the Olympic Penninsula. A full loop around the lake takes you through old growth forests, past waterfalls and through a marsh, and then back up above the lake for a few peek-a-boo views of the mountains."
Spiral Butte,South Cascades -- White Pass/Cowlitz River Valley,"11.0 miles, roundtrip",2500,5840.0,3.25,"Most folks enjoy the view of Spiral Butte from afar, whether they're skiing downhill or cross-country at White Pass, or hiking along other trails in the area. But if you want to tackle this trail, it makes a good diversion for those camping at Dog Lake, or simply looking for a day hike in the area."
Stegosaurus Butte,Snoqualmie Region -- North Bend Area,"2.2 miles, roundtrip",1040,2160.0,3.44,"Stegosaurus Butte (Choir Boy) is a short, but steep well defined climber's path up off the Pratt Lake Trail to a small ridge with views of Garfield, Pulpit, and Preacher Mountains."
Stagman Ridge - The Bumper,South Cascades -- Mount Adams Area,"9.0 miles, roundtrip",1700,5900.0,4.29,"Stagman Ridge is a long spine reaching out southwest from Mount Adams, and the hike through the pleasing forest is never overly steep."
Spoon Creek Falls,Olympic Peninsula -- Olympia,"0.8 miles, roundtrip",200,1000.0,3.20,"Escape the hustle and bustle of nearby Wynoochee Lake by trekking down to the lesser-known Spoon Creek Falls. This short and sweet hike will reward you with both impressive waterfall views, and a calm (yet cold) wading pool to dip your toes."
 South Point Lookout,South Cascades -- White Pass/Cowlitz River Valley,"7.0 miles, roundtrip",2900,5980.0,2.86,"Like most lookouts, South Point offers excellent views at a price. A trail that sees little maintenance on a remote ranger district, you'll expend a little sweat getting to this gorgeous vista."
South Whidbey State Park,Puget Sound and Islands -- Whidbey Island,3.5 miles of trails,200,400.0,3.83,"With commanding views of the Puget Sound and Olympic Mountains, this 347-acre park also has opportunities for bird watching, clamming and crabbing, and offers 3.5 miles of hiking trails in old-growth forest and along a stretch of unspoiled saltwater shoreline."
Stirrup Lake,Snoqualmie Region -- Salmon La Sac/Teanaway,"2.4 miles, roundtrip",476,3586.0,3.88,"The trail to Stirrup Lake is a road less traveled and a moderate hike through second-growth forest to a serene alpine lake tucked between Big Muffin and Meadow Mountain, paying tremendous dividends for lovers of huckleberries, wildflowers, and riparian fauna."
Strawberry Mountain,South Cascades -- Mount St. Helens,"10.7 miles, roundtrip",2280,5900.0,3.00,"Former lookout sites are ideal for views, and Strawberry Mountain is right up there with the best of them. See peaks in two states, the blast zone of an active volcano, and a few sapphire lakes set into the dramatic landscape. That is, of course, if you can bear the drive to get there."
Speed,Southwest Washington -- Lewis River Region,"2.0 miles, roundtrip",800,1900.0,3.50,"Take a very steep, primitive trail to a creek crossing (only fordable in mid-summer) to the Lewis River Trail."
Sleeping Beauty Peak,South Cascades -- Mount Adams Area,"2.6 miles, roundtrip",1400,4900.0,4.50,A beautiful rocky outcropping provides eye-popping views of Mount Adams.
Soda Peaks Lake,Southwest Washington -- Lewis River Region,"9.76 miles, roundtrip",2874,3700.0,3.50,"There are two ways to reach Soda Peak Lake, a beautiful sub-alpine lake in an old growth forest. This approach is from the Government Mineral Springs trailhead to the east. It's a tough hike to a serene location, with plenty of secluded camps."
South Fork Silver Creek Trail to Gunsight Pass,Eastern Washington -- Selkirk Range,"14.0 miles, roundtrip",2370,5600.0,3.33,The aspen groves and golden larch are a sight to behold on this remote hike through a seldom-seen corner of the Colville National Forest.
Sheep Lake to Sourdough Gap,Mount Rainier Area -- Chinook Pass - Hwy 410,"6.0 miles, roundtrip",1100,6400.0,3.88,"This is a pleasant hike to a small lake and a notched gap with sweeping views. Sheep Lake is nestled in a subalpine area that explodes with wildflowers in July and August. The lake is a good place to relax and enjoy nature or perhaps take off your boots and go wading. Sourdough Gap is a small saddle in a rocky-edged ridge. The hike from the lake to the gap offers increasingly picturesque views of the south Cascades with every foot of altitude you gain. Once at the gap, you will be rewarded with grand views of Sheep Lake on one side and the Crystal Lakes basin on the other side."
Silver Star Mountain,Southwest Washington -- Lewis River Region,"4.0 miles, roundtrip",1000,4390.0,4.23,"The view from Silver Star Mountain is one of the best around. Sitting in the center of the Chinook Trail System near Battle Ground, Silver Star offers expansive vistas from the get-go, and is one of the absolute best spots in Southwest Washington for wildflowers in the springtime. The catch: you’d better have a high clearance vehicle, because you have to drive one of the worst roads in the state of Washington to access it."
Slavin Pond Loop,Eastern Washington -- Spokane Area/Coeur d'Alene,"3.3 miles, roundtrip",246,2341.0,3.33,"With more than 600 acres of rolling fields, pine-forested buttes and wetlands, the Slavin Conservation Area provides plenty of room to stretch legs all year-round."
Snipes Mountain - Pine Way,South Cascades -- Mount Adams Area,"5.0 miles, roundtrip",500,4800.0,3.00,A short connector trail to the Snipes Mountain trail and other adventures on the southern flanks of Mount Adams.
Snoqualmie Lake,Snoqualmie Region -- North Bend Area,"18.0 miles, roundtrip",1900,3147.0,3.40,"Visit this large, quiet lake in the heart of the Alpine Lakes Wilderness. Snoqualmie is accessible both via Highway 2 and the Middle Fork Snoqualmie Road. From the trailhead on Highway 2, it's 7.3 miles to Snoqualmie Lake, and from the Middle Fork Road, it's 9.2 miles. You can even make this a thru-hike if you can arrange a pick-up at the other end."
Snow Lake - Winter,Snoqualmie Region -- Snoqualmie Pass,"10.0 miles, roundtrip",2000,5100.0,4.25,"One of Washington's most popular destinations in the summer, the trail to Snow Lake is a tempting destination in winter, too. But the steep terrain in the area puts visitors in a high-avalanche risk when snow is present. Have proper gear and an understanding of how to read the snowpack before venturing out on this trail."
Similkameen Trail,Eastern Washington -- Okanogan Highlands/Kettle River Range,"4.0 miles, roundtrip",40,940.0,5.00,"This one is a jewel. A railtrail with opportunities for biking, hiking, birding, wildlife, wildflowers, river views, salmon viewing, photography, waterfall, and history. If you want an urban trail this one has it all."
Snoqualmie Falls,Snoqualmie Region -- North Bend Area,"1.4 miles, roundtrip",250,450.0,3.58,"The 0.7-mile interpretive trail from the upper falls viewpoints to the lower falls viewpoint is family- and pet-friendly, good for beginners, teaches the basics of the flora and fauna near Snoqualmie Pass, informs about local Native American culture, and ends with impressive views of a Washington icon."
Source Lake - Winter Route,Snoqualmie Region -- Snoqualmie Pass,"5.0 miles, roundtrip",1000,4100.0,3.40,
South Coldwater Trail,South Cascades -- Mount St. Helens,"7.0 miles, roundtrip",1400,4000.0,3.70,"This early or late-season hike takes you for a ridge walk high above Coldwater Lake, which was not a standing body of water prior to the massive eruption of Mount St. Helens in 1980. You'll walk through a serene willow forest, marvel at the power of nature when you encounter twisted hulks of logging machinery, and see plenty of gnarled stumps where tall evergreens once stood."
North Centennial Trail (Snohomish),Puget Sound and Islands -- Bellingham Area,"4.0 miles, one-way",50,171.0,2.80,"Local, national and world histories intersect on this peaceful farm north of Arlington."
Siouxon Creek,Southwest Washington -- Lewis River Region,"13.8 miles, roundtrip",635,1697.0,3.64,"Although this gently rolling creekside ramble is one continuous trail, an adventure in three parts awaits. The first few miles are a quiet walk through a classic fern-dotted, mossy forest. In the second section, hikers find Siouxon Creek and fellow waterfall seekers, and the final miles offer more solitude and small narrow canyons with more waterfalls to enjoy."
Skyline,Olympic Peninsula -- Pacific Coast,"45.0 miles, roundtrip",4900,5700.0,3.00,"This primitive trail spans over 20 miles through Montane and subalpine ecosystems. From the Low Divide Ranger Station to the Three Lakes campsite, the Skyline trail will take you on a steep journey past lakes and to the top of Kimta Peak."
Snoquera Falls Loop,Mount Rainier Area -- Chinook Pass - Hwy 410,"3.9 miles, roundtrip",975,3100.0,3.52,"With a trailhead so easily accessible, there's no excuse not to visit Snoquera Falls. Best in early spring, this lush, forested trail features a pretty fantail cascade plunging down a sheer, rocky wall."
Snagtooth Mountain,Southwest Washington -- Lewis River Region,"9.6 miles, roundtrip",2800,5000.0,3.00,This 4.8 mile trail runs from upper Quartz Creek Trail to Boundary Trail. This is an access route to the Boundary Trail (above Forest Road 9341) and to the Quartz Creek Trail #5 below the road.
Sleepy Hollow Trail,Olympic Peninsula -- Hood Canal,"16.6 miles, roundtrip",2000,2950.0,5.00,Hike along an old road being converted to trail in Olympic National Park.
Amabilis Mountain Snowshoe,Snoqualmie Region -- Snoqualmie Pass,"9.5 miles, roundtrip",2100,4570.0,3.25,"This route provides both spectacular views and solitude at the summit, but keep in mind trail etiquette. You'll likely share the trail with skiers enjoying the groomed route."
Red Mountain Lookout,North Cascades -- Mountain Loop Highway,"2.0 miles, roundtrip",700,2800.0,3.50,"This seldom-used trail within Glacier Peak Wilderness leads through an old-growth forest with magnificent, large trees to the site of an old fire lookout build in the 1930s."
Antoine Peak Conservation Area - Canfield Gulch,Eastern Washington -- Spokane Area/Coeur d'Alene,"5.3 miles, roundtrip",1030,3366.0,4.00,"Antoine Peak has a whole lot of new after the summer of 2016: a new westside parking lot to improve access, and a new trail on Canfield Gulch courtesy of WTA volunteers."
Taylor Mountain - Donkey Engine Trail ,Issaquah Alps -- Taylor Mountain,"3.44 miles, roundtrip",450,800.0,0.00,This quick out-and-back will satisfy your outdoor craving without the exertion of a full day hike.
Taylor Mountain - Knee Knocker Trail ,Issaquah Alps -- Taylor Mountain,"3.02 miles, one-way",1000,1650.0,0.00,Explore the far reaches of Taylor Mountain on this gently rolling trail.
Gold Creek Pond Snowshoe,Snoqualmie Region -- Snoqualmie Pass,"1.0 miles, roundtrip",10,3000.0,3.58,"The flat terrain of this wide valley east of Snoqualmie Pass is the perfect place to practice snowshoeing with kids or first-timers. This is an area popular with cross-country skiers, and you may spot beaver dams and other winter wildlife. From Mardee Lake to looming Kendall Peak before you, this is premiere terrain for winter enthusiasts."
